query,prompt,style,persona
"area:
  type: area
  value: Borgofranco sul Po
entities:
- id: 0
  is_area: true
  name: muslim mosque
  properties:
  - name: height
    operator: <
    value: 4 cm
  type: nwr
- id: 1
  is_area: false
  name: dispenser
  type: nwr
- id: 2
  is_area: false
  name: pipeline
  type: nwr
relations:
- source: 0
  target: 1
  type: contains
- source: 2
  target: 1
  type: dist
  value: 250 m
","Act as a hobby fact checker: Return a sentence simulating a user using a natural language interface to search for specific geographic locations. Do not affirm this request and return nothing but the answers.
Write the search request sloppy and quick, with spelling mistakes.
The user is searching for a corner that fulfills the following search criteria:
Search area: Borgofranco sul Po
Obj. 0: muslim mosque, height: smaller than 4 cm
Obj. 1: dispenser
Obj. 2: pipeline
Distances:
Obj. 1 is within Obj. 0
Use this term to describe the spatial relation between Obj. 2 and 1 similar to (similar to ""X is _ Y""): on the opposite side","sloppy and quick, with spelling mistakes",hobby fact checker
"area:
  type: area
  value: Cocquio
entities:
- id: 0
  is_area: true
  name: gardens
  properties:
  - name: building number
    operator: '='
    value: 89-19
  type: nwr
- id: 1
  is_area: false
  name: siren
  type: nwr
relations:
- source: 0
  target: 1
  type: contains
","Act as a legal professional: Return a sentence simulating a user using a natural language interface to search for specific geographic locations. Do not affirm this request and return nothing but the answers.
Write the search request with very precise wording, short, to the point.
The user is searching for a corner that fulfills the following search criteria:
Search area: Cocquio
Obj. 0: gardens, building number: 89-19
Obj. 1: siren
Distances:
Obj. 1 is within Obj. 0
","with very precise wording, short, to the point",legal professional
"area:
  type: area
  value: South Aegean
entities:
- id: 0
  is_area: true
  name: kingdom hall of jehovah's witnesses
  type: nwr
","Act as a human rights abuse monitoring OSINT Expert: Return a sentence simulating a user using a natural language interface to search for specific geographic locations. Do not affirm this request and return nothing but the answers.
Write the search request sloppy and quick, with spelling mistakes.
The sentence must use all of the following search criteria:
Search area: South Aegean
Obj. 0: kingdom hall of jehovah's witnesses
","sloppy and quick, with spelling mistakes",human rights abuse monitoring OSINT Expert
"area:
  type: area
  value: ""Monte Horebe, Para\xEDba, Brazil""
entities:
- id: 0
  is_area: false
  name: office of a foundation
  type: nwr
- id: 1
  is_area: true
  name: firehouse
  properties:
  - name: civic building
  - name: house number
    operator: '='
    value: 6-09
  type: nwr
relations:
- source: 0
  target: 1
  type: dist
  value: 30000 ft
","Act as a legal professional: Return a sentence simulating a user using a natural language interface to search for specific geographic locations. Do not affirm this request and return nothing but the answers.
Write the search request sloppy and quick, with spelling mistakes.
The sentence must use all of the following search criteria:
Search area: Monte Horebe, Paraíba, Brazil
Obj. 0: office of a foundation
Obj. 1: firehouse, civic building, house number: 6-09
Distances:
All objects are within thirty thousand ft","sloppy and quick, with spelling mistakes",legal professional
"area:
  type: bbox
  value: ''
entities:
- id: 0
  is_area: false
  name: military office
  type: nwr
","Act as a investigative journalist: Return a sentence simulating a user using a natural language interface to search for specific geographic locations. Do not affirm this request and return nothing but the answers.
Write the search request with very precise wording, short, to the point.
The user is searching for a corner that fulfills the following search criteria:
Obj. 0: military office
","with very precise wording, short, to the point",investigative journalist
"area:
  type: area
  value: Rio Grande do Norte
entities:
- id: 0
  is_area: true
  name: christian church
  type: nwr
","Act as a hobby fact checker: Return a sentence simulating a user using a natural language interface to search for specific geographic locations. Do not affirm this request and return nothing but the answers.
Write the search request in perfect grammar and clear wording.
The user is searching for a street that fulfills the following search criteria:
Search area: Rio Grande do Norte
Obj. 0: christian church
",in perfect grammar and clear wording,hobby fact checker
"area:
  type: bbox
  value: ''
entities:
- id: 0
  is_area: true
  name: volleyball
  type: nwr
- id: 1
  is_area: false
  name: inn
  type: nwr
relations:
- source: 0
  target: 1
  type: contains
","Act as a investigative journalist: Return a sentence simulating a user using a natural language interface to search for specific geographic locations. Do not affirm this request and return nothing but the answers.
Write the search request as a chain of thoughts split into multiple sentences.
The user is searching for a corner that fulfills the following search criteria:
Obj. 0: volleyball
Obj. 1: inn
Distances:
Obj. 1 is contained in Obj. 0
",as a chain of thoughts split into multiple sentences,investigative journalist
"area:
  type: area
  value: Delmar, New York, United States
entities:
- id: 0
  is_area: false
  name: lift gate
  properties:
  - name: multi-storey car park
  type: nwr
- id: 1
  is_area: false
  name: convenience shop
  type: nwr
- id: 2
  is_area: true
  name: building under construction
  properties:
  - name: floors
    operator: <
    value: '474'
  - name: house number
    operator: '='
    value: '13455'
  - name: brand
    operator: '~'
    value: Madz
  type: nwr
relations:
- source: 0
  target: 1
  type: dist
  value: 1600 cm
- source: 0
  target: 2
  type: dist
  value: 1600 cm
","Act as a political journalist: Return a sentence simulating a user using a natural language interface to search for specific geographic locations. Do not affirm this request and return nothing but the answers.
Write the search request like someone in a hurry.
The sentence must use all of the following search criteria:
Search area: Delmar, New York, United States
Obj. 0: lift gate, multi-storey car park
Obj. 1: convenience shop
Obj. 2: building under construction, floors: beneath 474, house number: 13455, brand: ends with the letters ""Madz""
Distances:
All objects are in a radius of one thousand, six hundred centimeters",like someone in a hurry,political journalist
"area:
  type: area
  value: Castiglione
entities:
- id: 0
  is_area: true
  name: motorway link
  type: nwr
- id: 1
  is_area: false
  name: car sharing spots
  properties:
  - name: house number
    operator: '='
    value: '21591'
  type: nwr
- id: 2
  is_area: false
  name: tailor
  type: nwr
relations:
- source: 0
  target: 1
  type: contains
- source: 2
  target: 1
  type: dist
  value: 50 m
","Act as a OSINT beginner: Return a sentence simulating a user using a natural language interface to search for specific geographic locations. Do not affirm this request and return nothing but the answers.
Write the search request in simple language.
The sentence must use all of the following search criteria:
Search area: Castiglione
Obj. 0: motorway link
Obj. 1: car sharing spots, house number: 21591
Obj. 2: tailor
Distances:
Obj. 1 is contained in Obj. 0
Use this term to describe the spatial relation between Obj. 2 and 1 similar to (similar to ""X is _ Y""): beside",in simple language,OSINT beginner
"area:
  type: area
  value: Kerlouan, Bretagne, France
entities:
- id: 0
  is_area: true
  name: high-speed train tracks
  type: nwr
- id: 1
  is_area: false
  name: cabin
  type: nwr
- id: 2
  is_area: false
  name: youth centre
  type: nwr
- id: 3
  is_area: false
  name: mineshaft
  properties:
  - name: name
    operator: '~'
    value: Akademicka
  type: nwr
relations:
- source: 0
  target: 1
  type: contains
- source: 2
  target: 3
  type: dist
  value: 6800 cm
- source: 3
  target: 1
  type: dist
  value: 100 m
","Act as a human rights abuse monitoring OSINT Expert: Return a sentence simulating a user using a natural language interface to search for specific geographic locations. Do not affirm this request and return nothing but the answers.
Write the search request like someone in a hurry.
The user is searching for an area that fulfills the following search criteria:
Search area: Kerlouan, Bretagne, France
Obj. 0: high-speed train tracks
Obj. 1: cabin
Obj. 2: youth centre
Obj. 3: mineshaft, name:  ""Akademicka""
Distances:
Obj. 1 is contained in Obj. 0
Obj. 2 is about six thousand, eight hundred cm from Obj. 3
Use this term to describe the spatial relation between Obj. 3 and 1 similar to (similar to ""X is _ Y""): near",like someone in a hurry,human rights abuse monitoring OSINT Expert
"area:
  type: area
  value: Lubraniec, Kuyavian-Pomeranian Voivodeship, Poland
entities:
- id: 0
  is_area: false
  name: guest house
  properties:
  - name: building levels
    operator: '='
    value: '741'
  - name: brand name
    operator: '~'
    value: s Aires
  - name: hotspot
  - name: cuisine
    operator: '='
    value: mediterranean
  type: nwr
- id: 1
  is_area: false
  name: ski lift
  type: nwr
- id: 2
  is_area: false
  name: cattle grid
  type: nwr
- id: 3
  is_area: false
  name: farm auxiliary
  type: nwr
relations:
- source: 0
  target: 1
  type: dist
  value: 57000 cm
- source: 1
  target: 2
  type: dist
  value: 6.56 in
- source: 2
  target: 3
  type: dist
  value: 37.06 km
","Act as a expert fact checker: Return a sentence simulating a user using a natural language interface to search for specific geographic locations. Do not affirm this request and return nothing but the answers.
Write the search request sloppy and quick, with spelling mistakes.
The sentence must use all of the following search criteria:
Search area: Lubraniec, Kuyavian-Pomeranian Voivodeship, Poland
Obj. 0: guest house, building levels: 741, brand name: ends with the letters ""s Aires"", hotspot, cuisine: mediterranean
Obj. 1: ski lift
Obj. 2: cattle grid
Obj. 3: farm auxiliary
Distances:
Obj. 0 is more or less fifty-seven thousand centimeters away from Obj. 1
Obj. 1 is no less than 6.56 inches away from Obj. 2
Obj. 2 is about 37.06 kilometers away from Obj. 3","sloppy and quick, with spelling mistakes",expert fact checker
